average value,histogram variance,y axis variance,pressure value ratio as 3,points ratio as 3,target
266,63720.07143,1.624096709,0.981,0.857,0
266,63720.07143,1.624096709,0.981,0.857,0
266,63720.07143,1.624096709,0.981,0.857,0
266,63720.07143,1.624096709,0.981,0.857,0
266,63720.07143,1.624096709,0.981,0.857,0
276.0740741,64106.66118,1.591698506,0.984,0.889,0
276.0740741,64106.66118,1.591698506,0.984,0.889,0
276.0740741,64106.66118,1.591698506,0.984,0.889,0
276.0740741,64106.66118,1.591698506,0.984,0.889,0
276.0740741,64106.66118,1.591698506,0.984,0.889,0
276.0740741,64106.66118,1.591698506,0.984,0.889,0
276.0740741,64106.66118,1.591698506,0.984,0.889,0
256.1785714,65556.21811,1.59225416,0.982,0.857,0
256.1785714,65556.21811,1.59225416,0.982,0.857,0
256.1785714,65556.21811,1.59225416,0.982,0.857,0
256.1785714,65556.21811,1.59225416,0.982,0.857,0
256.1785714,65556.21811,1.59225416,0.982,0.857,0
256.1785714,65556.21811,1.59225416,0.982,0.857,0
261.7407407,62439.30316,1.512190111,0.984,0.889,0
261.7407407,62439.30316,1.512190111,0.984,0.889,0
261.7407407,62439.30316,1.512190111,0.984,0.889,0
261.7407407,62439.30316,1.512190111,0.984,0.889,0
261.7407407,62439.30316,1.512190111,0.984,0.889,0
261.7407407,62439.30316,1.512190111,0.984,0.889,0
261.7407407,62439.30316,1.512190111,0.984,0.889,0
261.7407407,62439.30316,1.512190111,0.984,0.889,0
249,65589.7931,1.576842313,0.975,0.828,0
249,65589.7931,1.576842313,0.975,0.828,0
249,65589.7931,1.576842313,0.975,0.828,0
249,65589.7931,1.576842313,0.975,0.828,0
249,65589.7931,1.576842313,0.975,0.828,0
249,65589.7931,1.576842313,0.975,0.828,0
238,61204.64,1.483999746,0.974,0.84,0
238,61204.64,1.483999746,0.974,0.84,0
238,61204.64,1.483999746,0.974,0.84,0
238,61204.64,1.483999746,0.974,0.84,0
238,61204.64,1.483999746,0.974,0.84,0
238,61204.64,1.483999746,0.974,0.84,0
244.5555556,57011.95062,1.631407658,0.987,0.889,0
244.5555556,57011.95062,1.631407658,0.987,0.889,0
244.5555556,57011.95062,1.631407658,0.987,0.889,0
244.5555556,57011.95062,1.631407658,0.987,0.889,0
244.5555556,57011.95062,1.631407658,0.987,0.889,0
244.5555556,57011.95062,1.631407658,0.987,0.889,0
244.5555556,57011.95062,1.631407658,0.987,0.889,0
248.0740741,55554.43896,1.59523417,0.987,0.889,0
248.0740741,55554.43896,1.59523417,0.987,0.889,0
248.0740741,55554.43896,1.59523417,0.987,0.889,0
248.0740741,55554.43896,1.59523417,0.987,0.889,0
248.0740741,55554.43896,1.59523417,0.987,0.889,0
248.0740741,55554.43896,1.59523417,0.987,0.889,0
248.0740741,55554.43896,1.59523417,0.987,0.889,0
241.6296296,52677.27023,1.493013393,0.974,0.852,0
241.6296296,52677.27023,1.493013393,0.974,0.852,0
241.6296296,52677.27023,1.493013393,0.974,0.852,0
241.6296296,52677.27023,1.493013393,0.974,0.852,0
241.6296296,52677.27023,1.493013393,0.974,0.852,0
241.6296296,52677.27023,1.493013393,0.974,0.852,0
241.6296296,52677.27023,1.493013393,0.974,0.852,0
244,50979.55556,1.68984721,0.987,0.889,0
244,50979.55556,1.68984721,0.987,0.889,0
244,50979.55556,1.68984721,0.987,0.889,0
244,50979.55556,1.68984721,0.987,0.889,0
244,50979.55556,1.68984721,0.987,0.889,0
244,50979.55556,1.68984721,0.987,0.889,0
248.5357143,52195.32015,1.653206025,0.987,0.893,0
248.5357143,52195.32015,1.653206025,0.987,0.893,0
248.5357143,52195.32015,1.653206025,0.987,0.893,0
248.5357143,52195.32015,1.653206025,0.987,0.893,0
248.5357143,52195.32015,1.653206025,0.987,0.893,0
248.5357143,52195.32015,1.653206025,0.987,0.893,0
248.5357143,52195.32015,1.653206025,0.987,0.893,0
249.1071429,52736.16709,1.680586344,0.985,0.857,0
249.1071429,52736.16709,1.680586344,0.985,0.857,0
249.1071429,52736.16709,1.680586344,0.985,0.857,0
249.1071429,52736.16709,1.680586344,0.985,0.857,0
249.1071429,52736.16709,1.680586344,0.985,0.857,0
249.1071429,52736.16709,1.680586344,0.985,0.857,0
249.1071429,52736.16709,1.680586344,0.985,0.857,0
248.3571429,52596.80102,1.652289845,0.984,0.857,0
248.3571429,52596.80102,1.652289845,0.984,0.857,0
248.3571429,52596.80102,1.652289845,0.984,0.857,0
248.3571429,52596.80102,1.652289845,0.984,0.857,0
248.3571429,52596.80102,1.652289845,0.984,0.857,0
248.3571429,52596.80102,1.652289845,0.984,0.857,0
237.2222222,57517.28395,1.580203454,0.954,0.815,0
237.2222222,57517.28395,1.580203454,0.954,0.815,0
237.2222222,57517.28395,1.580203454,0.954,0.815,0
237.2222222,57517.28395,1.580203454,0.954,0.815,0
237.2222222,57517.28395,1.580203454,0.954,0.815,0
237.2222222,57517.28395,1.580203454,0.954,0.815,0
237.2222222,57517.28395,1.580203454,0.954,0.815,0
240.8333333,71591.07222,1.595599938,0.961,0.833,0
240.8333333,71591.07222,1.595599938,0.961,0.833,0
240.8333333,71591.07222,1.595599938,0.961,0.833,0
240.8333333,71591.07222,1.595599938,0.961,0.833,0
240.8333333,71591.07222,1.595599938,0.961,0.833,0
240.8333333,71591.07222,1.595599938,0.961,0.833,0
240.8333333,71591.07222,1.595599938,0.961,0.833,0
240.8846154,58739.17899,1.507218031,0.98,0.885,0
338.4857143,85113.67837,5.768218543,0.732,0.571,0
344.0857143,84847.8498,5.85338806,0.736,0.6,0
344.0857143,84847.8498,5.85338806,0.736,0.6,0
344.0857143,84847.8498,5.85338806,0.736,0.6,0
344.0857143,84847.8498,5.85338806,0.736,0.6,0
344.0857143,84847.8498,5.85338806,0.736,0.6,0
344.0857143,84847.8498,5.85338806,0.736,0.6,0
344.0857143,84847.8498,5.85338806,0.736,0.6,0
352.2285714,86317.2049,5.818044903,0.723,0.571,0
352.2285714,86317.2049,5.818044903,0.723,0.571,0
352.2285714,86317.2049,5.818044903,0.723,0.571,0
352.2285714,86317.2049,5.818044903,0.723,0.571,0
352.2285714,86317.2049,5.818044903,0.723,0.571,0
352.2285714,86317.2049,5.818044903,0.723,0.571,0
352.2285714,86317.2049,5.818044903,0.723,0.571,0
338.1666667,86731.13889,5.845218437,0.718,0.583,0
338.1666667,86731.13889,5.845218437,0.718,0.583,0
338.1666667,86731.13889,5.845218437,0.718,0.583,0
338.1666667,86731.13889,5.845218437,0.718,0.583,0
338.1666667,86731.13889,5.845218437,0.718,0.583,0
338.1666667,86731.13889,5.845218437,0.718,0.583,0
344.1111111,84719.20988,5.832128698,0.722,0.583,0
344.1111111,84719.20988,5.832128698,0.722,0.583,0
344.1111111,84719.20988,5.832128698,0.722,0.583,0
344.1111111,84719.20988,5.832128698,0.722,0.583,0
344.1111111,84719.20988,5.832128698,0.722,0.583,0
344.1111111,84719.20988,5.832128698,0.722,0.583,0
344.1111111,84719.20988,5.832128698,0.722,0.583,0
338.4054054,84567.80862,5.895716779,0.718,0.568,0
338.4054054,84567.80862,5.895716779,0.718,0.568,0
338.4054054,84567.80862,5.895716779,0.718,0.568,0
338.4054054,84567.80862,5.895716779,0.718,0.568,0
338.4054054,84567.80862,5.895716779,0.718,0.568,0
338.4054054,84567.80862,5.895716779,0.718,0.568,0
338.4054054,84567.80862,5.895716779,0.718,0.568,0
332.2105263,86235.37673,5.965406281,0.778,0.579,0
332.2105263,86235.37673,5.965406281,0.778,0.579,0
332.2105263,86235.37673,5.965406281,0.778,0.579,0
332.2105263,86235.37673,5.965406281,0.778,0.579,0
332.2105263,86235.37673,5.965406281,0.778,0.579,0
332.2105263,86235.37673,5.965406281,0.778,0.579,0
337.1351351,84214.60336,5.823624828,0.74,0.595,0
337.1351351,84214.60336,5.823624828,0.74,0.595,0
337.1351351,84214.60336,5.823624828,0.74,0.595,0
337.1351351,84214.60336,5.823624828,0.74,0.595,0
337.1351351,84214.60336,5.823624828,0.74,0.595,0
337.1351351,84214.60336,5.823624828,0.74,0.595,0
337.1351351,84214.60336,5.823624828,0.74,0.595,0
351.1944444,84357.10108,5.813370627,0.74,0.611,0
351.1944444,84357.10108,5.813370627,0.74,0.611,0
351.1944444,84357.10108,5.813370627,0.74,0.611,0
351.1944444,84357.10108,5.813370627,0.74,0.611,0
351.1944444,84357.10108,5.813370627,0.74,0.611,0
351.1944444,84357.10108,5.813370627,0.74,0.611,0
351.1944444,84357.10108,5.813370627,0.74,0.611,0
352.0555556,85184.05247,5.805063057,0.74,0.611,0
352.0555556,85184.05247,5.805063057,0.74,0.611,0
352.0555556,85184.05247,5.805063057,0.74,0.611,0
352.0555556,85184.05247,5.805063057,0.74,0.611,0
352.0555556,85184.05247,5.805063057,0.74,0.611,0
352.0555556,85184.05247,5.805063057,0.74,0.611,0
352.2222222,85437.28395,5.8309816,0.74,0.611,0
352.2222222,85437.28395,5.8309816,0.74,0.611,0
352.2222222,85437.28395,5.8309816,0.74,0.611,0
352.2222222,85437.28395,5.8309816,0.74,0.611,0
352.2222222,85437.28395,5.8309816,0.74,0.611,0
352.2222222,85437.28395,5.8309816,0.74,0.611,0
352.2222222,85437.28395,5.8309816,0.74,0.611,0
352.8055556,83967.76775,5.864203121,0.721,0.583,0
352.8055556,83967.76775,5.864203121,0.721,0.583,0
352.8055556,83967.76775,5.864203121,0.721,0.583,0
352.8055556,83967.76775,5.864203121,0.721,0.583,0
352.8055556,83967.76775,5.864203121,0.721,0.583,0
352.8055556,83967.76775,5.864203121,0.721,0.583,0
352.8055556,83967.76775,5.864203121,0.721,0.583,0
353.4166667,86288.29861,5.821292068,0.741,0.611,0
353.4166667,86288.29861,5.821292068,0.741,0.611,0
353.4166667,86288.29861,5.821292068,0.741,0.611,0
353.4166667,86288.29861,5.821292068,0.741,0.611,0
353.4166667,86288.29861,5.821292068,0.741,0.611,0
353.4166667,86288.29861,5.821292068,0.741,0.611,0
336.2105263,85744.90305,5.925716326,0.719,0.553,0
336.2105263,85744.90305,5.925716326,0.719,0.553,0
336.2105263,85744.90305,5.925716326,0.719,0.553,0
336.2105263,85744.90305,5.925716326,0.719,0.553,0
336.2105263,85744.90305,5.925716326,0.719,0.553,0
336.2105263,85744.90305,5.925716326,0.719,0.553,0
336.2105263,85744.90305,5.925716326,0.719,0.553,0
348.2777778,86265.03395,5.889610022,0.799,0.639,0
348.2777778,86265.03395,5.889610022,0.799,0.639,0
348.2777778,86265.03395,5.889610022,0.799,0.639,0
348.2777778,86265.03395,5.889610022,0.799,0.639,0
348.2777778,86265.03395,5.889610022,0.799,0.639,0
348.2777778,86265.03395,5.889610022,0.799,0.639,0
348.2777778,86265.03395,5.889610022,0.799,0.639,0
349.1388889,84952.56404,5.89522487,0.736,0.611,0
349.1388889,84952.56404,5.89522487,0.736,0.611,0
349.1388889,84952.56404,5.89522487,0.736,0.611,0
349.1388889,84952.56404,5.89522487,0.736,0.611,0
349.1388889,84952.56404,5.89522487,0.736,0.611,0
257.5405405,67133.27538,2.059754978,0.799,0.703,0
250.2894737,67223.83726,2.01434732,0.805,0.711,0
250.2894737,67223.83726,2.01434732,0.805,0.711,0
250.2894737,67223.83726,2.01434732,0.805,0.711,0
250.2894737,67223.83726,2.01434732,0.805,0.711,0
250.2894737,67223.83726,2.01434732,0.805,0.711,0
250.2894737,67223.83726,2.01434732,0.805,0.711,0
250.2894737,67223.83726,2.01434732,0.805,0.711,0
271.2285714,68493.03347,1.877150216,0.808,0.743,0
271.2285714,68493.03347,1.877150216,0.808,0.743,0
271.2285714,68493.03347,1.877150216,0.808,0.743,0
271.2285714,68493.03347,1.877150216,0.808,0.743,0
271.2285714,68493.03347,1.877150216,0.808,0.743,0
271.2285714,68493.03347,1.877150216,0.808,0.743,0
260.7567568,70626.29218,1.972001862,0.81,0.703,0
260.7567568,70626.29218,1.972001862,0.81,0.703,0
260.7567568,70626.29218,1.972001862,0.81,0.703,0
260.7567568,70626.29218,1.972001862,0.81,0.703,0
260.7567568,70626.29218,1.972001862,0.81,0.703,0
260.7567568,70626.29218,1.972001862,0.81,0.703,0
260.7567568,70626.29218,1.972001862,0.81,0.703,0
265.7222222,70880.4784,1.991937665,0.81,0.722,0
265.7222222,70880.4784,1.991937665,0.81,0.722,0
265.7222222,70880.4784,1.991937665,0.81,0.722,0
265.7222222,70880.4784,1.991937665,0.81,0.722,0
265.7222222,70880.4784,1.991937665,0.81,0.722,0
265.7222222,70880.4784,1.991937665,0.81,0.722,0
265.7222222,70880.4784,1.991937665,0.81,0.722,0
273.4,70796.58286,1.967170065,0.807,0.714,0
273.4,70796.58286,1.967170065,0.807,0.714,0
273.4,70796.58286,1.967170065,0.807,0.714,0
273.4,70796.58286,1.967170065,0.807,0.714,0
273.4,70796.58286,1.967170065,0.807,0.714,0
273.4,70796.58286,1.967170065,0.807,0.714,0
262.2702703,71387.1702,2.017345485,0.809,0.703,0
262.2702703,71387.1702,2.017345485,0.809,0.703,0
262.2702703,71387.1702,2.017345485,0.809,0.703,0
262.2702703,71387.1702,2.017345485,0.809,0.703,0
262.2702703,71387.1702,2.017345485,0.809,0.703,0
262.2702703,71387.1702,2.017345485,0.809,0.703,0
262.2702703,71387.1702,2.017345485,0.809,0.703,0
276.6,71953.38286,1.84007204,0.811,0.714,0
276.6,71953.38286,1.84007204,0.811,0.714,0
276.6,71953.38286,1.84007204,0.811,0.714,0
276.6,71953.38286,1.84007204,0.811,0.714,0
276.6,71953.38286,1.84007204,0.811,0.714,0
276.6,71953.38286,1.84007204,0.811,0.714,0
276.6,71953.38286,1.84007204,0.811,0.714,0
276.4571429,72890.59102,1.820357455,0.812,0.714,0
276.4571429,72890.59102,1.820357455,0.812,0.714,0
276.4571429,72890.59102,1.820357455,0.812,0.714,0
276.4571429,72890.59102,1.820357455,0.812,0.714,0
276.4571429,72890.59102,1.820357455,0.812,0.714,0
276.4571429,72890.59102,1.820357455,0.812,0.714,0
285.2058824,73730.33997,1.828089301,0.813,0.735,0
285.2058824,73730.33997,1.828089301,0.813,0.735,0
285.2058824,73730.33997,1.828089301,0.813,0.735,0
285.2058824,73730.33997,1.828089301,0.813,0.735,0
285.2058824,73730.33997,1.828089301,0.813,0.735,0
285.2058824,73730.33997,1.828089301,0.813,0.735,0
285.2058824,73730.33997,1.828089301,0.813,0.735,0
267.0571429,75942.73959,1.868549982,0.82,0.714,0
267.0571429,75942.73959,1.868549982,0.82,0.714,0
267.0571429,75942.73959,1.868549982,0.82,0.714,0
267.0571429,75942.73959,1.868549982,0.82,0.714,0
267.0571429,75942.73959,1.868549982,0.82,0.714,0
267.0571429,75942.73959,1.868549982,0.82,0.714,0
267.0571429,75942.73959,1.868549982,0.82,0.714,0
271.5142857,76589.50694,1.744631449,0.821,0.714,0
271.5142857,76589.50694,1.744631449,0.821,0.714,0
271.5142857,76589.50694,1.744631449,0.821,0.714,0
271.5142857,76589.50694,1.744631449,0.821,0.714,0
271.5142857,76589.50694,1.744631449,0.821,0.714,0
271.5142857,76589.50694,1.744631449,0.821,0.714,0
265.8055556,76025.37886,1.877785169,0.819,0.694,0
265.8055556,76025.37886,1.877785169,0.819,0.694,0
265.8055556,76025.37886,1.877785169,0.819,0.694,0
265.8055556,76025.37886,1.877785169,0.819,0.694,0
265.8055556,76025.37886,1.877785169,0.819,0.694,0
265.8055556,76025.37886,1.877785169,0.819,0.694,0
265.8055556,76025.37886,1.877785169,0.819,0.694,0
272.0285714,77475.39918,1.758645814,0.822,0.714,0
272.0285714,77475.39918,1.758645814,0.822,0.714,0
272.0285714,77475.39918,1.758645814,0.822,0.714,0
272.0285714,77475.39918,1.758645814,0.822,0.714,0
272.0285714,77475.39918,1.758645814,0.822,0.714,0
272.0285714,77475.39918,1.758645814,0.822,0.714,0
272.0285714,77475.39918,1.758645814,0.822,0.714,0
271.3714286,78196.17633,1.726181729,0.826,0.743,0
271.3714286,78196.17633,1.726181729,0.826,0.743,0
271.3714286,78196.17633,1.726181729,0.826,0.743,0
271.3714286,78196.17633,1.726181729,0.826,0.743,0
271.3714286,78196.17633,1.726181729,0.826,0.743,0
271.3714286,78196.17633,1.726181729,0.826,0.743,0
271.3714286,78196.17633,1.726181729,0.826,0.743,0
271.7142857,78024.66122,1.709746727,0.827,0.743,0
271.7142857,78024.66122,1.709746727,0.827,0.743,0
271.7142857,78024.66122,1.709746727,0.827,0.743,0
271.7142857,78024.66122,1.709746727,0.827,0.743,0
271.7142857,78024.66122,1.709746727,0.827,0.743,0
248.7575758,51670.6685,2.734723102,0.838,0.727,0
248.7575758,51670.6685,2.734723102,0.838,0.727,0
248.7575758,51670.6685,2.734723102,0.838,0.727,0
253.75,57959.625,2.506889939,0.837,0.719,0
253.75,57959.625,2.506889939,0.837,0.719,0
253.75,57959.625,2.506889939,0.837,0.719,0
253.75,57959.625,2.506889939,0.837,0.719,0
253.75,57959.625,2.506889939,0.837,0.719,0
253.75,57959.625,2.506889939,0.837,0.719,0
253.75,57959.625,2.506889939,0.837,0.719,0
249.2424242,59044.00184,2.553684404,0.835,0.697,0
249.2424242,59044.00184,2.553684404,0.835,0.697,0
249.2424242,59044.00184,2.553684404,0.835,0.697,0
249.2424242,59044.00184,2.553684404,0.835,0.697,0
249.2424242,59044.00184,2.553684404,0.835,0.697,0
249.2424242,59044.00184,2.553684404,0.835,0.697,0
244.8529412,58699.65484,2.550123947,0.832,0.676,0
244.8529412,58699.65484,2.550123947,0.832,0.676,0
244.8529412,58699.65484,2.550123947,0.832,0.676,0
244.8529412,58699.65484,2.550123947,0.832,0.676,0
244.8529412,58699.65484,2.550123947,0.832,0.676,0
244.8529412,58699.65484,2.550123947,0.832,0.676,0
244.8529412,58699.65484,2.550123947,0.832,0.676,0
250.6363636,59399.32231,2.538084794,0.839,0.697,0
250.6363636,59399.32231,2.538084794,0.839,0.697,0
250.6363636,59399.32231,2.538084794,0.839,0.697,0
250.6363636,59399.32231,2.538084794,0.839,0.697,0
250.6363636,59399.32231,2.538084794,0.839,0.697,0
250.6363636,59399.32231,2.538084794,0.839,0.697,0
249.3636364,60660.29201,2.530801907,0.836,0.697,0
249.3636364,60660.29201,2.530801907,0.836,0.697,0
249.3636364,60660.29201,2.530801907,0.836,0.697,0
249.3636364,60660.29201,2.530801907,0.836,0.697,0
249.3636364,60660.29201,2.530801907,0.836,0.697,0
249.3636364,60660.29201,2.530801907,0.836,0.697,0
249.3636364,60660.29201,2.530801907,0.836,0.697,0
246.0294118,59891.67561,2.552223368,0.834,0.676,0
246.0294118,59891.67561,2.552223368,0.834,0.676,0
246.0294118,59891.67561,2.552223368,0.834,0.676,0
246.0294118,59891.67561,2.552223368,0.834,0.676,0
246.0294118,59891.67561,2.552223368,0.834,0.676,0
246.0294118,59891.67561,2.552223368,0.834,0.676,0
246.0294118,59891.67561,2.552223368,0.834,0.676,0
254.6363636,60472.89807,2.546194429,0.836,0.697,0
254.6363636,60472.89807,2.546194429,0.836,0.697,0
254.6363636,60472.89807,2.546194429,0.836,0.697,0
254.6363636,60472.89807,2.546194429,0.836,0.697,0
254.6363636,60472.89807,2.546194429,0.836,0.697,0
254.6363636,60472.89807,2.546194429,0.836,0.697,0
262.1875,60846.96484,2.49859828,0.838,0.719,0
262.1875,60846.96484,2.49859828,0.838,0.719,0
262.1875,60846.96484,2.49859828,0.838,0.719,0
262.1875,60846.96484,2.49859828,0.838,0.719,0
262.1875,60846.96484,2.49859828,0.838,0.719,0
262.1875,60846.96484,2.49859828,0.838,0.719,0
262.1875,60846.96484,2.49859828,0.838,0.719,0
254.7575758,60671.21396,2.54633648,0.837,0.697,0
254.7575758,60671.21396,2.54633648,0.837,0.697,0
254.7575758,60671.21396,2.54633648,0.837,0.697,0
254.7575758,60671.21396,2.54633648,0.837,0.697,0
254.7575758,60671.21396,2.54633648,0.837,0.697,0
254.7575758,60671.21396,2.54633648,0.837,0.697,0
254.7575758,60671.21396,2.54633648,0.837,0.697,0
255.2727273,60957.7135,2.549699145,0.837,0.697,0
255.2727273,60957.7135,2.549699145,0.837,0.697,0
255.2727273,60957.7135,2.549699145,0.837,0.697,0
255.2727273,60957.7135,2.549699145,0.837,0.697,0
255.2727273,60957.7135,2.549699145,0.837,0.697,0
255.2727273,60957.7135,2.549699145,0.837,0.697,0
255.2727273,59432.13774,2.566590369,0.836,0.697,0
255.2727273,59432.13774,2.566590369,0.836,0.697,0
255.2727273,59432.13774,2.566590369,0.836,0.697,0
255.2727273,59432.13774,2.566590369,0.836,0.697,0
255.2727273,59432.13774,2.566590369,0.836,0.697,0
255.2727273,59432.13774,2.566590369,0.836,0.697,0
255.2727273,59432.13774,2.566590369,0.836,0.697,0
257.03125,57878.28027,2.531399377,0.836,0.719,0
257.03125,57878.28027,2.531399377,0.836,0.719,0
257.03125,57878.28027,2.531399377,0.836,0.719,0
257.03125,57878.28027,2.531399377,0.836,0.719,0
257.03125,57878.28027,2.531399377,0.836,0.719,0
257.03125,57878.28027,2.531399377,0.836,0.719,0
257.03125,57878.28027,2.531399377,0.836,0.719,0
250.8181818,58565.11846,2.565626871,0.832,0.697,0
250.8181818,58565.11846,2.565626871,0.832,0.697,0
250.8181818,58565.11846,2.565626871,0.832,0.697,0
250.8181818,58565.11846,2.565626871,0.832,0.697,0
250.8181818,58565.11846,2.565626871,0.832,0.697,0
250.8181818,58565.11846,2.565626871,0.832,0.697,0
250.5454545,58222.73278,2.569802213,0.829,0.697,0
250.5454545,58222.73278,2.569802213,0.829,0.697,0
250.5454545,58222.73278,2.569802213,0.829,0.697,0
250.5454545,58222.73278,2.569802213,0.829,0.697,0
250.5454545,58222.73278,2.569802213,0.829,0.697,0
250.5454545,58222.73278,2.569802213,0.829,0.697,0
250.5454545,58222.73278,2.569802213,0.829,0.697,0
243.6176471,59764.53028,2.552861864,0.836,0.706,0
243.6176471,59764.53028,2.552861864,0.836,0.706,0
243.6176471,59764.53028,2.552861864,0.836,0.706,0
243.6176471,59764.53028,2.552861864,0.836,0.706,0
227.2,58912.96,2.062325369,0.906,0.733,0
227.2,58912.96,2.062325369,0.906,0.733,0
227.2,58912.96,2.062325369,0.906,0.733,0
227.2,58912.96,2.062325369,0.906,0.733,0
227.2,58912.96,2.062325369,0.906,0.733,0
227.2,58912.96,2.062325369,0.906,0.733,0
227.2,58912.96,2.062325369,0.906,0.733,0
247.6538462,61584.61095,1.927317858,0.91,0.731,0
247.6538462,61584.61095,1.927317858,0.91,0.731,0
247.6538462,61584.61095,1.927317858,0.91,0.731,0
247.6538462,61584.61095,1.927317858,0.91,0.731,0
247.6538462,61584.61095,1.927317858,0.91,0.731,0
247.6538462,61584.61095,1.927317858,0.91,0.731,0
253.3846154,61789.6213,1.854045681,0.906,0.692,0
253.3846154,61789.6213,1.854045681,0.906,0.692,0
253.3846154,61789.6213,1.854045681,0.906,0.692,0
253.3846154,61789.6213,1.854045681,0.906,0.692,0
253.3846154,61789.6213,1.854045681,0.906,0.692,0
253.3846154,61789.6213,1.854045681,0.906,0.692,0
253.3846154,61789.6213,1.854045681,0.906,0.692,0
254.9230769,62652.84024,1.853131263,0.908,0.692,0
254.9230769,62652.84024,1.853131263,0.908,0.692,0
254.9230769,62652.84024,1.853131263,0.908,0.692,0
254.9230769,62652.84024,1.853131263,0.908,0.692,0
254.9230769,62652.84024,1.853131263,0.908,0.692,0
254.9230769,62652.84024,1.853131263,0.908,0.692,0
254.9230769,62652.84024,1.853131263,0.908,0.692,0
250.4137931,49832.79429,2.384564403,0.855,0.759,0
250.4137931,49832.79429,2.384564403,0.855,0.759,0
250.4137931,49832.79429,2.384564403,0.855,0.759,0
250.4137931,49832.79429,2.384564403,0.855,0.759,0
250.4137931,49832.79429,2.384564403,0.855,0.759,0
250.4137931,49832.79429,2.384564403,0.855,0.759,0
258.4,62187.37333,1.860793672,0.855,0.767,0
258.4,62187.37333,1.860793672,0.855,0.767,0
258.4,62187.37333,1.860793672,0.855,0.767,0
258.4,62187.37333,1.860793672,0.855,0.767,0
258.4,62187.37333,1.860793672,0.855,0.767,0
258.4,62187.37333,1.860793672,0.855,0.767,0
258.4,62187.37333,1.860793672,0.855,0.767,0
265.9310345,67851.99524,1.807017742,0.849,0.724,0
265.9310345,67851.99524,1.807017742,0.849,0.724,0
265.9310345,67851.99524,1.807017742,0.849,0.724,0
265.9310345,67851.99524,1.807017742,0.849,0.724,0
265.9310345,67851.99524,1.807017742,0.849,0.724,0
265.9310345,67851.99524,1.807017742,0.849,0.724,0
265.9310345,67851.99524,1.807017742,0.849,0.724,0
247.71875,67881.13965,1.831243941,0.852,0.75,0
247.71875,67881.13965,1.831243941,0.852,0.75,0
247.71875,67881.13965,1.831243941,0.852,0.75,0
247.71875,67881.13965,1.831243941,0.852,0.75,0
247.71875,67881.13965,1.831243941,0.852,0.75,0
247.71875,67881.13965,1.831243941,0.852,0.75,0
262.9032258,69495.11967,1.842648575,0.853,0.742,0
262.9032258,69495.11967,1.842648575,0.853,0.742,0
262.9032258,69495.11967,1.842648575,0.853,0.742,0
262.9032258,69495.11967,1.842648575,0.853,0.742,0
262.9032258,69495.11967,1.842648575,0.853,0.742,0
262.9032258,69495.11967,1.842648575,0.853,0.742,0
262.9032258,69495.11967,1.842648575,0.853,0.742,0
270.5,71905.91667,1.864582577,0.861,0.733,0
270.5,71905.91667,1.864582577,0.861,0.733,0
270.5,71905.91667,1.864582577,0.861,0.733,0
270.5,71905.91667,1.864582577,0.861,0.733,0
270.5,71905.91667,1.864582577,0.861,0.733,0
270.5,71905.91667,1.864582577,0.861,0.733,0
270.5,71905.91667,1.864582577,0.861,0.733,0
258.53125,69546.62402,1.844034314,0.86,0.75,0
258.53125,69546.62402,1.844034314,0.86,0.75,0
258.53125,69546.62402,1.844034314,0.86,0.75,0
258.53125,69546.62402,1.844034314,0.86,0.75,0
258.53125,69546.62402,1.844034314,0.86,0.75,0
258.53125,69546.62402,1.844034314,0.86,0.75,0
265.3333333,64276.02222,1.854773301,0.847,0.733,0
265.3333333,64276.02222,1.854773301,0.847,0.733,0
265.3333333,64276.02222,1.854773301,0.847,0.733,0
265.3333333,64276.02222,1.854773301,0.847,0.733,0
265.3333333,64276.02222,1.854773301,0.847,0.733,0
265.3333333,64276.02222,1.854773301,0.847,0.733,0
265.3333333,64276.02222,1.854773301,0.847,0.733,0
277.5666667,69483.44556,1.854559623,0.854,0.733,0
277.5666667,69483.44556,1.854559623,0.854,0.733,0
277.5666667,69483.44556,1.854559623,0.854,0.733,0
277.5666667,69483.44556,1.854559623,0.854,0.733,0
277.5666667,69483.44556,1.854559623,0.854,0.733,0
277.5666667,69483.44556,1.854559623,0.854,0.733,0
277.5666667,69483.44556,1.854559623,0.854,0.733,0
253.625,70860.60938,1.82861993,0.86,0.75,0
253.625,70860.60938,1.82861993,0.86,0.75,0
253.625,70860.60938,1.82861993,0.86,0.75,0
253.625,70860.60938,1.82861993,0.86,0.75,0
253.625,70860.60938,1.82861993,0.86,0.75,0
253.625,70860.60938,1.82861993,0.86,0.75,0
258.1428571,65438.90816,1.872742534,0.864,0.714,0
258.1428571,65438.90816,1.872742534,0.864,0.714,0
258.1428571,65438.90816,1.872742534,0.864,0.714,0
258.1428571,65438.90816,1.872742534,0.864,0.714,0
258.1428571,65438.90816,1.872742534,0.864,0.714,0
258.1428571,65438.90816,1.872742534,0.864,0.714,0
258.1428571,65438.90816,1.872742534,0.864,0.714,0
288.5675676,74103.21841,2.902704723,0.697,0.568,0
288.5675676,74103.21841,2.902704723,0.697,0.568,0
288.5675676,74103.21841,2.902704723,0.697,0.568,0
288.5675676,74103.21841,2.902704723,0.697,0.568,0
296.2777778,73843.75617,2.801916635,0.698,0.583,0
296.2777778,73843.75617,2.801916635,0.698,0.583,0
296.2777778,73843.75617,2.801916635,0.698,0.583,0
